loss,acc,categorical_accuracy,val_loss,val_acc,val_categorical_accuracy,param_index
1.07869787590863,0.3751440942287445,0.3751440942287445,1.07597481238361,0.37503618001937866,0.37503618001937866,1595
1.0749524227950769,0.3805121183395386,0.3805121183395386,1.0747930212994183,0.378120094537735,0.378120094537735,1595
1.0741294487242803,0.3823342621326447,0.3823342621326447,1.0752567474048056,0.3777957558631897,0.3777957558631897,1595
1.0734894663438443,0.3838890492916107,0.3838890492916107,1.0733043292430682,0.3806600868701935,0.3806600868701935,1595
1.0728544207601811,0.3857539594173432,0.3857539594173432,1.0728553189847465,0.3813387751579285,0.3813387751579285,1595
1.0726988262695891,0.3867035508155823,0.3867035508155823,1.0750940167556613,0.3802359402179718,0.3802359402179718,1595
1.0722775096623658,0.3883396089076996,0.3883396089076996,1.0727782842921323,0.3825314044952393,0.3825314044952393,1595
1.071938639427166,0.38857701420784,0.38857701420784,1.072585699561756,0.3818876743316649,0.3818876743316649,1595
1.0717858375473217,0.3895222842693329,0.3895222842693329,1.0723713716135301,0.3818677067756653,0.3818677067756653,1595
1.0710828173408184,0.39150911569595337,0.39150911569595337,1.0764980564605515,0.3809245824813843,0.3809245824813843,1595
1.0711086818126074,0.3914770185947418,0.3914770185947418,1.0729047504110458,0.382306843996048,0.382306843996048,1595
1.070961685428198,0.3929313123226166,0.3929313123226166,1.0730593716839942,0.3812040388584137,0.3812040388584137,1595
1.0705331761541832,0.3924137651920319,0.3924137651920319,1.0719563257756468,0.3823767304420471,0.3823767304420471,1595
1.070174218212299,0.3943192958831787,0.3943192958831787,1.0724615363414065,0.3824665546417236,0.3824665546417236,1595
1.0699756551815758,0.3943214416503906,0.3943214416503906,1.0738427580329144,0.3819725215435028,0.3819725215435028,1595
1.0698987606020287,0.3954485058784485,0.3954485058784485,1.0729473479697331,0.38235175609588623,0.38235175609588623,1595
1.0695250565908778,0.3957714438438416,0.3957714438438416,1.0723678189763477,0.3819325864315033,0.3819325864315033,1595
1.0692111556440558,0.39758074283599854,0.39758074283599854,1.07480424990386,0.3807100057601929,0.3807100057601929,1595
1.0689507821024842,0.3976278007030487,0.3976278007030487,1.0720025470161936,0.3830154538154602,0.3830154538154602,1595
1.068888055844894,0.3975379765033722,0.3975379765033722,1.072718151522495,0.3828308284282684,0.3828308284282684,1595
1.0685417022493022,0.3992724418640137,0.3992724418640137,1.0729860189352527,0.382501482963562,0.382501482963562,1595
1.0681746083368244,0.3998691141605377,0.3998691141605377,1.0742926721019783,0.3812888562679291,0.3812888562679291,1595
1.0678080146886648,0.4010581970214844,0.4010581970214844,1.0725494299382092,0.383863776922226,0.383863776922226,1595
1.067848255319738,0.4013490676879883,0.4013490676879883,1.0731136108601913,0.38229188323020935,0.38229188323020935,1595
1.067417575127649,0.4028739333152771,0.4028739333152771,1.0744829412474963,0.3816481530666351,0.3816481530666351,1595
1.0671054585413329,0.40359678864479065,0.40359678864479065,1.0736300439757591,0.3820074498653412,0.3820074498653412,1595
1.066916266168494,0.4027862548828125,0.4027862548828125,1.074918421708913,0.3799165785312653,0.3799165785312653,1595
1.0663881120958676,0.40519437193870544,0.40519437193870544,1.072780873835755,0.3833747506141663,0.3833747506141663,1595
1.0663750295884726,0.4052307307720184,0.4052307307720184,1.0753544135720785,0.3814585208892822,0.3814585208892822,1595
1.0660888644504307,0.40588730573654175,0.40588730573654175,1.0731873745708735,0.3828607499599457,0.3828607499599457,1595
1.0659056296206222,0.4061011672019959,0.4061011672019959,1.0734482850126803,0.3816830813884735,0.3816830813884735,1595
1.0653763606466864,0.40616533160209656,0.40616533160209656,1.075803264464699,0.3799664676189423,0.3799664676189423,1595
1.0653351566792824,0.40787625312805176,0.40787625312805176,1.0749863695215296,0.3815134167671204,0.3815134167671204,1595
1.0650333995567285,0.40861621499061584,0.40861621499061584,1.0733979715004571,0.38166311383247375,0.38166311383247375,1595
1.064646943637498,0.4090546369552612,0.4090546369552612,1.0736373901862124,0.3822619318962097,0.3822619318962097,1595
1.0642287122630487,0.4103934466838837,0.4103934466838837,1.075712371713888,0.3811691105365753,0.3811691105365753,1595
1.0643509608473365,0.41008976101875305,0.41008976101875305,1.0764386835003752,0.3815583288669586,0.3815583288669586,1595
1.0640605299054842,0.4104768633842468,0.4104768633842468,1.0738649649935434,0.3818427622318268,0.3818427622318268,1595
1.0636700982386742,0.4115975201129913,0.4115975201129913,1.0752929386762364,0.3812888562679291,0.3812888562679291,1595
1.0631561563446472,0.4120145440101624,0.4120145440101624,1.0755120219480658,0.3805503249168396,0.3805503249168396,1595
1.0631513951495928,0.4122391045093536,0.4122391045093536,1.0761637953187513,0.3801860213279724,0.3801860213279724,1595
1.0627543227327474,0.4128251075744629,0.4128251075744629,1.0759959762947813,0.38146352767944336,0.38146352767944336,1595
1.062669358917506,0.4133939743041992,0.4133939743041992,1.0784051365955485,0.37878379225730896,0.37878379225730896,1595
0.6283275210225525,0.66600501537323,0.3753384053707123,0.6269181411240119,0.6666583418846129,0.3753723502159119,2386
0.6262165984041759,0.6666681170463562,0.3766108155250549,0.6260526021804617,0.6666665077209473,0.375706672668457,2386
0.6256647644713779,0.6666666269302368,0.3784050345420837,0.6255625467214426,0.6666665077209473,0.3787704110145569,2386
0.6252370548696762,0.6666659712791443,0.3802826106548309,0.6253266990625256,0.6666665077209473,0.3791446387767792,2386
0.6250185386087682,0.6666666269302368,0.3816897571086884,0.6254684127218969,0.6666665077209473,0.3789550364017487,2386
0.6248348006397736,0.6666659712791443,0.3820532858371735,0.6251450129970969,0.6666665077209473,0.3818441331386566,2386
