2019.07.01 09:00,3878.52600,3879.53400,3875.49900,3877.51700,1170,3629
2019.07.01 09:01,3877.51700,3880.54300,3876.00400,3878.02100,2862,9432
2019.07.01 09:02,3878.02100,3880.54300,3878.02100,3879.03000,1126,3585
2019.07.01 09:03,3879.53400,3880.03900,3877.01300,3877.51700,1027,3096
2019.07.01 09:04,3877.01300,3877.51700,3874.99500,3876.00400,1662,5643
2019.07.01 09:05,3876.50800,3877.01300,3872.47300,3873.98600,2547,7615
2019.07.01 09:06,3874.49100,3875.49900,3873.48200,3873.98600,814,2426
2019.07.01 09:07,3874.49100,3874.99500,3872.47300,3872.47300,949,3205
2019.07.01 09:08,3872.97800,3873.48200,3871.46500,3872.97800,1526,4613
2019.07.01 09:09,3872.47300,3876.00400,3872.47300,3875.49900,1421,4539
2019.07.01 09:10,3876.00400,3877.01300,3873.98600,3876.00400,1626,5825
2019.07.01 09:11,3876.00400,3876.50800,3874.99500,3874.99500,438,1321
2019.07.01 09:12,3874.99500,3875.49900,3872.47300,3873.48200,1316,4626
2019.07.01 09:13,3873.98600,3874.49100,3872.47300,3872.97800,718,2577
2019.07.01 09:14,3872.47300,3872.47300,3869.95100,3870.45600,2459,7692
2019.07.01 09:15,3870.96000,3871.46500,3869.44700,3870.45600,1147,3385
2019.07.01 09:16,3870.45600,3871.46500,3869.95100,3870.45600,751,2925
2019.07.01 09:17,3870.96000,3871.46500,3870.45600,3871.46500,303,1401
2019.07.01 09:18,3870.96000,3871.46500,3869.44700,3869.95100,500,1783
2019.07.01 09:19,3869.95100,3869.95100,3865.91700,3866.42100,3671,12597
2019.07.01 09:20,3866.42100,3866.92500,3865.41200,3866.42100,1659,6064
2019.07.01 09:21,3866.42100,3866.92500,3864.90800,3865.41200,1055,4127
2019.07.01 09:22,3865.91700,3866.42100,3864.90800,3865.41200,574,2072
2019.07.01 09:23,3865.41200,3865.91700,3864.90800,3865.41200,631,2209
2019.07.01 09:24,3865.41200,3865.41200,3863.89900,3864.40400,1066,4041
2019.07.01 09:25,3864.90800,3865.41200,3863.89900,3864.40400,1006,3705
2019.07.01 09:26,3863.89900,3864.90800,3863.89900,3864.90800,400,1313
2019.07.01 09:27,3864.40400,3866.42100,3864.40400,3866.42100,1071,2865
2019.07.01 09:28,3866.42100,3866.42100,3864.90800,3865.41200,790,2763
2019.07.01 09:29,3865.41200,3866.42100,3864.90800,3865.41200,582,2168
2019.07.01 09:30,3864.90800,3865.91700,3863.89900,3865.41200,864,3309
2019.07.01 09:31,3865.41200,3865.41200,3864.40400,3865.41200,310,1268
2019.07.01 09:32,3864.90800,3867.43000,3864.90800,3866.92500,1594,4265
2019.07.01 09:33,3866.92500,3867.43000,3865.41200,3865.41200,695,1942
