,opt_list,act1_list,loss_list,filters_list,kernel_list,pool_list,ndense_list,roll_list,lb_list
1770,rmsprop,relu,categorical_crossentropy,16,5,3,64,50,20
1771,rmsprop,relu,categorical_crossentropy,16,5,3,64,50,50
1772,rmsprop,relu,categorical_crossentropy,16,5,3,64,50,100
1773,rmsprop,relu,categorical_crossentropy,16,5,3,64,100,20
1774,rmsprop,relu,categorical_crossentropy,16,5,3,64,100,50
1775,rmsprop,relu,categorical_crossentropy,16,5,3,64,100,100
1776,rmsprop,relu,categorical_crossentropy,16,5,3,64,200,20
1777,rmsprop,relu,categorical_crossentropy,16,5,3,64,200,50
1778,rmsprop,relu,categorical_crossentropy,16,5,3,64,200,100
1779,rmsprop,relu,categorical_crossentropy,16,5,3,64,500,20
1780,rmsprop,relu,categorical_crossentropy,16,5,3,64,500,50
1781,rmsprop,relu,categorical_crossentropy,16,5,3,64,500,100
1782,rmsprop,relu,categorical_crossentropy,16,5,3,256,15,20
1783,rmsprop,relu,categorical_crossentropy,16,5,3,256,15,50
1784,rmsprop,relu,categorical_crossentropy,16,5,3,256,15,100
1785,rmsprop,relu,categorical_crossentropy,16,5,3,256,30,20
1786,rmsprop,relu,categorical_crossentropy,16,5,3,256,30,50
1787,rmsprop,relu,categorical_crossentropy,16,5,3,256,30,100
1788,rmsprop,relu,categorical_crossentropy,16,5,3,256,50,20
1789,rmsprop,relu,categorical_crossentropy,16,5,3,256,50,50
1790,rmsprop,relu,categorical_crossentropy,16,5,3,256,50,100
1791,rmsprop,relu,categorical_crossentropy,16,5,3,256,100,20
1792,rmsprop,relu,categorical_crossentropy,16,5,3,256,100,50
1793,rmsprop,relu,categorical_crossentropy,16,5,3,256,100,100
1794,rmsprop,relu,categorical_crossentropy,16,5,3,256,200,20
1795,rmsprop,relu,categorical_crossentropy,16,5,3,256,200,50
1796,rmsprop,relu,categorical_crossentropy,16,5,3,256,200,100
1797,rmsprop,relu,categorical_crossentropy,16,5,3,256,500,20
1798,rmsprop,relu,categorical_crossentropy,16,5,3,256,500,50
1799,rmsprop,relu,categorical_crossentropy,16,5,3,256,500,100
1800,rmsprop,relu,categorical_crossentropy,32,3,2,8,15,20
1801,rmsprop,relu,categorical_crossentropy,32,3,2,8,15,50
1802,rmsprop,relu,categorical_crossentropy,32,3,2,8,15,100
1803,rmsprop,relu,categorical_crossentropy,32,3,2,8,30,20
1804,rmsprop,relu,categorical_crossentropy,32,3,2,8,30,50
1805,rmsprop,relu,categorical_crossentropy,32,3,2,8,30,100
1806,rmsprop,relu,categorical_crossentropy,32,3,2,8,50,20
1807,rmsprop,relu,categorical_crossentropy,32,3,2,8,50,50
1808,rmsprop,relu,categorical_crossentropy,32,3,2,8,50,100
1809,rmsprop,relu,categorical_crossentropy,32,3,2,8,100,20
1810,rmsprop,relu,categorical_crossentropy,32,3,2,8,100,50
1811,rmsprop,relu,categorical_crossentropy,32,3,2,8,100,100
1812,rmsprop,relu,categorical_crossentropy,32,3,2,8,200,20
1813,rmsprop,relu,categorical_crossentropy,32,3,2,8,200,50
1814,rmsprop,relu,categorical_crossentropy,32,3,2,8,200,100
1815,rmsprop,relu,categorical_crossentropy,32,3,2,8,500,20
1816,rmsprop,relu,categorical_crossentropy,32,3,2,8,500,50
1817,rmsprop,relu,categorical_crossentropy,32,3,2,8,500,100
1818,rmsprop,relu,categorical_crossentropy,32,3,2,16,15,20
1819,rmsprop,relu,categorical_crossentropy,32,3,2,16,15,50
1820,rmsprop,relu,categorical_crossentropy,32,3,2,16,15,100
1821,rmsprop,relu,categorical_crossentropy,32,3,2,16,30,20
1822,rmsprop,relu,categorical_crossentropy,32,3,2,16,30,50
1823,rmsprop,relu,categorical_crossentropy,32,3,2,16,30,100
1824,rmsprop,relu,categorical_crossentropy,32,3,2,16,50,20
1825,rmsprop,relu,categorical_crossentropy,32,3,2,16,50,50
1826,rmsprop,relu,categorical_crossentropy,32,3,2,16,50,100
1827,rmsprop,relu,categorical_crossentropy,32,3,2,16,100,20
1828,rmsprop,relu,categorical_crossentropy,32,3,2,16,100,50
1829,rmsprop,relu,categorical_crossentropy,32,3,2,16,100,100
1830,rmsprop,relu,categorical_crossentropy,32,3,2,16,200,20
1831,rmsprop,relu,categorical_crossentropy,32,3,2,16,200,50
1832,rmsprop,relu,categorical_crossentropy,32,3,2,16,200,100
1833,rmsprop,relu,categorical_crossentropy,32,3,2,16,500,20
1834,rmsprop,relu,categorical_crossentropy,32,3,2,16,500,50
1835,rmsprop,relu,categorical_crossentropy,32,3,2,16,500,100
1836,rmsprop,relu,categorical_crossentropy,32,3,2,32,15,20
1837,rmsprop,relu,categorical_crossentropy,32,3,2,32,15,50
1838,rmsprop,relu,categorical_crossentropy,32,3,2,32,15,100
1839,rmsprop,relu,categorical_crossentropy,32,3,2,32,30,20
1840,rmsprop,relu,categorical_crossentropy,32,3,2,32,30,50
1841,rmsprop,relu,categorical_crossentropy,32,3,2,32,30,100
1842,rmsprop,relu,categorical_crossentropy,32,3,2,32,50,20
1843,rmsprop,relu,categorical_crossentropy,32,3,2,32,50,50
1844,rmsprop,relu,categorical_crossentropy,32,3,2,32,50,100
1845,rmsprop,relu,categorical_crossentropy,32,3,2,32,100,20
1846,rmsprop,relu,categorical_crossentropy,32,3,2,32,100,50
1847,rmsprop,relu,categorical_crossentropy,32,3,2,32,100,100
1848,rmsprop,relu,categorical_crossentropy,32,3,2,32,200,20
1849,rmsprop,relu,categorical_crossentropy,32,3,2,32,200,50
1850,rmsprop,relu,categorical_crossentropy,32,3,2,32,200,100
1851,rmsprop,relu,categorical_crossentropy,32,3,2,32,500,20
1852,rmsprop,relu,categorical_crossentropy,32,3,2,32,500,50
1853,rmsprop,relu,categorical_crossentropy,32,3,2,32,500,100
1854,rmsprop,relu,categorical_crossentropy,32,3,2,64,15,20
1855,rmsprop,relu,categorical_crossentropy,32,3,2,64,15,50
1856,rmsprop,relu,categorical_crossentropy,32,3,2,64,15,100
1857,rmsprop,relu,categorical_crossentropy,32,3,2,64,30,20
1858,rmsprop,relu,categorical_crossentropy,32,3,2,64,30,50
1859,rmsprop,relu,categorical_crossentropy,32,3,2,64,30,100
1860,rmsprop,relu,categorical_crossentropy,32,3,2,64,50,20
1861,rmsprop,relu,categorical_crossentropy,32,3,2,64,50,50
1862,rmsprop,relu,categorical_crossentropy,32,3,2,64,50,100
1863,rmsprop,relu,categorical_crossentropy,32,3,2,64,100,20
1864,rmsprop,relu,categorical_crossentropy,32,3,2,64,100,50
1865,rmsprop,relu,categorical_crossentropy,32,3,2,64,100,100
1866,rmsprop,relu,categorical_crossentropy,32,3,2,64,200,20
1867,rmsprop,relu,categorical_crossentropy,32,3,2,64,200,50
1868,rmsprop,relu,categorical_crossentropy,32,3,2,64,200,100
1869,rmsprop,relu,categorical_crossentropy,32,3,2,64,500,20
1870,rmsprop,relu,categorical_crossentropy,32,3,2,64,500,50
1871,rmsprop,relu,categorical_crossentropy,32,3,2,64,500,100
1872,rmsprop,relu,categorical_crossentropy,32,3,2,256,15,20
1873,rmsprop,relu,categorical_crossentropy,32,3,2,256,15,50
1874,rmsprop,relu,categorical_crossentropy,32,3,2,256,15,100
1875,rmsprop,relu,categorical_crossentropy,32,3,2,256,30,20
1876,rmsprop,relu,categorical_crossentropy,32,3,2,256,30,50
1877,rmsprop,relu,categorical_crossentropy,32,3,2,256,30,100
1878,rmsprop,relu,categorical_crossentropy,32,3,2,256,50,20
1879,rmsprop,relu,categorical_crossentropy,32,3,2,256,50,50
1880,rmsprop,relu,categorical_crossentropy,32,3,2,256,50,100
1881,rmsprop,relu,categorical_crossentropy,32,3,2,256,100,20
1882,rmsprop,relu,categorical_crossentropy,32,3,2,256,100,50
1883,rmsprop,relu,categorical_crossentropy,32,3,2,256,100,100
1884,rmsprop,relu,categorical_crossentropy,32,3,2,256,200,20
1885,rmsprop,relu,categorical_crossentropy,32,3,2,256,200,50
1886,rmsprop,relu,categorical_crossentropy,32,3,2,256,200,100
1887,rmsprop,relu,categorical_crossentropy,32,3,2,256,500,20
1888,rmsprop,relu,categorical_crossentropy,32,3,2,256,500,50
1889,rmsprop,relu,categorical_crossentropy,32,3,2,256,500,100
1890,rmsprop,relu,categorical_crossentropy,32,3,3,8,15,20
1891,rmsprop,relu,categorical_crossentropy,32,3,3,8,15,50
1892,rmsprop,relu,categorical_crossentropy,32,3,3,8,15,100
1893,rmsprop,relu,categorical_crossentropy,32,3,3,8,30,20
1894,rmsprop,relu,categorical_crossentropy,32,3,3,8,30,50
1895,rmsprop,relu,categorical_crossentropy,32,3,3,8,30,100
1896,rmsprop,relu,categorical_crossentropy,32,3,3,8,50,20
1897,rmsprop,relu,categorical_crossentropy,32,3,3,8,50,50
1898,rmsprop,relu,categorical_crossentropy,32,3,3,8,50,100
1899,rmsprop,relu,categorical_crossentropy,32,3,3,8,100,20
1900,rmsprop,relu,categorical_crossentropy,32,3,3,8,100,50
1901,rmsprop,relu,categorical_crossentropy,32,3,3,8,100,100
1902,rmsprop,relu,categorical_crossentropy,32,3,3,8,200,20
1903,rmsprop,relu,categorical_crossentropy,32,3,3,8,200,50
1904,rmsprop,relu,categorical_crossentropy,32,3,3,8,200,100
1905,rmsprop,relu,categorical_crossentropy,32,3,3,8,500,20
1906,rmsprop,relu,categorical_crossentropy,32,3,3,8,500,50
1907,rmsprop,relu,categorical_crossentropy,32,3,3,8,500,100
1908,rmsprop,relu,categorical_crossentropy,32,3,3,16,15,20
1909,rmsprop,relu,categorical_crossentropy,32,3,3,16,15,50
1910,rmsprop,relu,categorical_crossentropy,32,3,3,16,15,100
1911,rmsprop,relu,categorical_crossentropy,32,3,3,16,30,20
1912,rmsprop,relu,categorical_crossentropy,32,3,3,16,30,50
1913,rmsprop,relu,categorical_crossentropy,32,3,3,16,30,100
1914,rmsprop,relu,categorical_crossentropy,32,3,3,16,50,20
1915,rmsprop,relu,categorical_crossentropy,32,3,3,16,50,50
1916,rmsprop,relu,categorical_crossentropy,32,3,3,16,50,100
1917,rmsprop,relu,categorical_crossentropy,32,3,3,16,100,20
1918,rmsprop,relu,categorical_crossentropy,32,3,3,16,100,50
1919,rmsprop,relu,categorical_crossentropy,32,3,3,16,100,100
1920,rmsprop,relu,categorical_crossentropy,32,3,3,16,200,20
1921,rmsprop,relu,categorical_crossentropy,32,3,3,16,200,50
1922,rmsprop,relu,categorical_crossentropy,32,3,3,16,200,100
1923,rmsprop,relu,categorical_crossentropy,32,3,3,16,500,20
1924,rmsprop,relu,categorical_crossentropy,32,3,3,16,500,50
1925,rmsprop,relu,categorical_crossentropy,32,3,3,16,500,100
1926,rmsprop,relu,categorical_crossentropy,32,3,3,32,15,20
1927,rmsprop,relu,categorical_crossentropy,32,3,3,32,15,50
1928,rmsprop,relu,categorical_crossentropy,32,3,3,32,15,100
1929,rmsprop,relu,categorical_crossentropy,32,3,3,32,30,20
1930,rmsprop,relu,categorical_crossentropy,32,3,3,32,30,50
1931,rmsprop,relu,categorical_crossentropy,32,3,3,32,30,100
1932,rmsprop,relu,categorical_crossentropy,32,3,3,32,50,20
1933,rmsprop,relu,categorical_crossentropy,32,3,3,32,50,50
1934,rmsprop,relu,categorical_crossentropy,32,3,3,32,50,100
1935,rmsprop,relu,categorical_crossentropy,32,3,3,32,100,20
1936,rmsprop,relu,categorical_crossentropy,32,3,3,32,100,50
1937,rmsprop,relu,categorical_crossentropy,32,3,3,32,100,100
1938,rmsprop,relu,categorical_crossentropy,32,3,3,32,200,20
1939,rmsprop,relu,categorical_crossentropy,32,3,3,32,200,50
1940,rmsprop,relu,categorical_crossentropy,32,3,3,32,200,100
1941,rmsprop,relu,categorical_crossentropy,32,3,3,32,500,20
1942,rmsprop,relu,categorical_crossentropy,32,3,3,32,500,50
1943,rmsprop,relu,categorical_crossentropy,32,3,3,32,500,100
1944,rmsprop,relu,categorical_crossentropy,32,3,3,64,15,20
1945,rmsprop,relu,categorical_crossentropy,32,3,3,64,15,50
1946,rmsprop,relu,categorical_crossentropy,32,3,3,64,15,100
1947,rmsprop,relu,categorical_crossentropy,32,3,3,64,30,20
1948,rmsprop,relu,categorical_crossentropy,32,3,3,64,30,50
1949,rmsprop,relu,categorical_crossentropy,32,3,3,64,30,100
1950,rmsprop,relu,categorical_crossentropy,32,3,3,64,50,20
1951,rmsprop,relu,categorical_crossentropy,32,3,3,64,50,50
1952,rmsprop,relu,categorical_crossentropy,32,3,3,64,50,100
1953,rmsprop,relu,categorical_crossentropy,32,3,3,64,100,20
1954,rmsprop,relu,categorical_crossentropy,32,3,3,64,100,50
1955,rmsprop,relu,categorical_crossentropy,32,3,3,64,100,100
1956,rmsprop,relu,categorical_crossentropy,32,3,3,64,200,20
1957,rmsprop,relu,categorical_crossentropy,32,3,3,64,200,50
1958,rmsprop,relu,categorical_crossentropy,32,3,3,64,200,100
1959,rmsprop,relu,categorical_crossentropy,32,3,3,64,500,20
1960,rmsprop,relu,categorical_crossentropy,32,3,3,64,500,50
1961,rmsprop,relu,categorical_crossentropy,32,3,3,64,500,100
1962,rmsprop,relu,categorical_crossentropy,32,3,3,256,15,20
1963,rmsprop,relu,categorical_crossentropy,32,3,3,256,15,50
1964,rmsprop,relu,categorical_crossentropy,32,3,3,256,15,100
1965,rmsprop,relu,categorical_crossentropy,32,3,3,256,30,20
1966,rmsprop,relu,categorical_crossentropy,32,3,3,256,30,50
1967,rmsprop,relu,categorical_crossentropy,32,3,3,256,30,100
1968,rmsprop,relu,categorical_crossentropy,32,3,3,256,50,20
1969,rmsprop,relu,categorical_crossentropy,32,3,3,256,50,50
1970,rmsprop,relu,categorical_crossentropy,32,3,3,256,50,100
1971,rmsprop,relu,categorical_crossentropy,32,3,3,256,100,20
1972,rmsprop,relu,categorical_crossentropy,32,3,3,256,100,50
1973,rmsprop,relu,categorical_crossentropy,32,3,3,256,100,100
1974,rmsprop,relu,categorical_crossentropy,32,3,3,256,200,20
1975,rmsprop,relu,categorical_crossentropy,32,3,3,256,200,50
1976,rmsprop,relu,categorical_crossentropy,32,3,3,256,200,100
1977,rmsprop,relu,categorical_crossentropy,32,3,3,256,500,20
1978,rmsprop,relu,categorical_crossentropy,32,3,3,256,500,50
1979,rmsprop,relu,categorical_crossentropy,32,3,3,256,500,100
1980,rmsprop,relu,categorical_crossentropy,32,5,2,8,15,20
1981,rmsprop,relu,categorical_crossentropy,32,5,2,8,15,50
1982,rmsprop,relu,categorical_crossentropy,32,5,2,8,15,100
1983,rmsprop,relu,categorical_crossentropy,32,5,2,8,30,20
1984,rmsprop,relu,categorical_crossentropy,32,5,2,8,30,50
1985,rmsprop,relu,categorical_crossentropy,32,5,2,8,30,100
1986,rmsprop,relu,categorical_crossentropy,32,5,2,8,50,20
1987,rmsprop,relu,categorical_crossentropy,32,5,2,8,50,50
1988,rmsprop,relu,categorical_crossentropy,32,5,2,8,50,100
1989,rmsprop,relu,categorical_crossentropy,32,5,2,8,100,20
1990,rmsprop,relu,categorical_crossentropy,32,5,2,8,100,50
1991,rmsprop,relu,categorical_crossentropy,32,5,2,8,100,100
1992,rmsprop,relu,categorical_crossentropy,32,5,2,8,200,20
1993,rmsprop,relu,categorical_crossentropy,32,5,2,8,200,50
1994,rmsprop,relu,categorical_crossentropy,32,5,2,8,200,100
1995,rmsprop,relu,categorical_crossentropy,32,5,2,8,500,20
1996,rmsprop,relu,categorical_crossentropy,32,5,2,8,500,50
1997,rmsprop,relu,categorical_crossentropy,32,5,2,8,500,100
1998,rmsprop,relu,categorical_crossentropy,32,5,2,16,15,20
1999,rmsprop,relu,categorical_crossentropy,32,5,2,16,15,50
2000,rmsprop,relu,categorical_crossentropy,32,5,2,16,15,100
2001,rmsprop,relu,categorical_crossentropy,32,5,2,16,30,20
2002,rmsprop,relu,categorical_crossentropy,32,5,2,16,30,50
2003,rmsprop,relu,categorical_crossentropy,32,5,2,16,30,100
2004,rmsprop,relu,categorical_crossentropy,32,5,2,16,50,20
2005,rmsprop,relu,categorical_crossentropy,32,5,2,16,50,50
2006,rmsprop,relu,categorical_crossentropy,32,5,2,16,50,100
2007,rmsprop,relu,categorical_crossentropy,32,5,2,16,100,20
2008,rmsprop,relu,categorical_crossentropy,32,5,2,16,100,50
2009,rmsprop,relu,categorical_crossentropy,32,5,2,16,100,100
2010,rmsprop,relu,categorical_crossentropy,32,5,2,16,200,20
2011,rmsprop,relu,categorical_crossentropy,32,5,2,16,200,50
2012,rmsprop,relu,categorical_crossentropy,32,5,2,16,200,100
2013,rmsprop,relu,categorical_crossentropy,32,5,2,16,500,20
2014,rmsprop,relu,categorical_crossentropy,32,5,2,16,500,50
2015,rmsprop,relu,categorical_crossentropy,32,5,2,16,500,100
2016,rmsprop,relu,categorical_crossentropy,32,5,2,32,15,20
2017,rmsprop,relu,categorical_crossentropy,32,5,2,32,15,50
2018,rmsprop,relu,categorical_crossentropy,32,5,2,32,15,100
2019,rmsprop,relu,categorical_crossentropy,32,5,2,32,30,20
2020,rmsprop,relu,categorical_crossentropy,32,5,2,32,30,50
2021,rmsprop,relu,categorical_crossentropy,32,5,2,32,30,100
2022,rmsprop,relu,categorical_crossentropy,32,5,2,32,50,20
2023,rmsprop,relu,categorical_crossentropy,32,5,2,32,50,50
2024,rmsprop,relu,categorical_crossentropy,32,5,2,32,50,100
2025,rmsprop,relu,categorical_crossentropy,32,5,2,32,100,20
2026,rmsprop,relu,categorical_crossentropy,32,5,2,32,100,50
2027,rmsprop,relu,categorical_crossentropy,32,5,2,32,100,100
2028,rmsprop,relu,categorical_crossentropy,32,5,2,32,200,20
2029,rmsprop,relu,categorical_crossentropy,32,5,2,32,200,50
2030,rmsprop,relu,categorical_crossentropy,32,5,2,32,200,100
2031,rmsprop,relu,categorical_crossentropy,32,5,2,32,500,20
2032,rmsprop,relu,categorical_crossentropy,32,5,2,32,500,50
2033,rmsprop,relu,categorical_crossentropy,32,5,2,32,500,100
2034,rmsprop,relu,categorical_crossentropy,32,5,2,64,15,20
2035,rmsprop,relu,categorical_crossentropy,32,5,2,64,15,50
2036,rmsprop,relu,categorical_crossentropy,32,5,2,64,15,100
2037,rmsprop,relu,categorical_crossentropy,32,5,2,64,30,20
2038,rmsprop,relu,categorical_crossentropy,32,5,2,64,30,50
2039,rmsprop,relu,categorical_crossentropy,32,5,2,64,30,100
2040,rmsprop,relu,categorical_crossentropy,32,5,2,64,50,20
2041,rmsprop,relu,categorical_crossentropy,32,5,2,64,50,50
2042,rmsprop,relu,categorical_crossentropy,32,5,2,64,50,100
2043,rmsprop,relu,categorical_crossentropy,32,5,2,64,100,20
2044,rmsprop,relu,categorical_crossentropy,32,5,2,64,100,50
2045,rmsprop,relu,categorical_crossentropy,32,5,2,64,100,100
2046,rmsprop,relu,categorical_crossentropy,32,5,2,64,200,20
2047,rmsprop,relu,categorical_crossentropy,32,5,2,64,200,50
2048,rmsprop,relu,categorical_crossentropy,32,5,2,64,200,100
2049,rmsprop,relu,categorical_crossentropy,32,5,2,64,500,20
2050,rmsprop,relu,categorical_crossentropy,32,5,2,64,500,50
2051,rmsprop,relu,categorical_crossentropy,32,5,2,64,500,100
2052,rmsprop,relu,categorical_crossentropy,32,5,2,256,15,20
2053,rmsprop,relu,categorical_crossentropy,32,5,2,256,15,50
2054,rmsprop,relu,categorical_crossentropy,32,5,2,256,15,100
2055,rmsprop,relu,categorical_crossentropy,32,5,2,256,30,20
2056,rmsprop,relu,categorical_crossentropy,32,5,2,256,30,50
2057,rmsprop,relu,categorical_crossentropy,32,5,2,256,30,100
2058,rmsprop,relu,categorical_crossentropy,32,5,2,256,50,20
2059,rmsprop,relu,categorical_crossentropy,32,5,2,256,50,50
2060,rmsprop,relu,categorical_crossentropy,32,5,2,256,50,100
2061,rmsprop,relu,categorical_crossentropy,32,5,2,256,100,20
2062,rmsprop,relu,categorical_crossentropy,32,5,2,256,100,50
2063,rmsprop,relu,categorical_crossentropy,32,5,2,256,100,100
2064,rmsprop,relu,categorical_crossentropy,32,5,2,256,200,20
2065,rmsprop,relu,categorical_crossentropy,32,5,2,256,200,50
2066,rmsprop,relu,categorical_crossentropy,32,5,2,256,200,100
2067,rmsprop,relu,categorical_crossentropy,32,5,2,256,500,20
2068,rmsprop,relu,categorical_crossentropy,32,5,2,256,500,50
2069,rmsprop,relu,categorical_crossentropy,32,5,2,256,500,100
2070,rmsprop,relu,categorical_crossentropy,32,5,3,8,15,20
2071,rmsprop,relu,categorical_crossentropy,32,5,3,8,15,50
2072,rmsprop,relu,categorical_crossentropy,32,5,3,8,15,100
2073,rmsprop,relu,categorical_crossentropy,32,5,3,8,30,20
2074,rmsprop,relu,categorical_crossentropy,32,5,3,8,30,50
2075,rmsprop,relu,categorical_crossentropy,32,5,3,8,30,100
2076,rmsprop,relu,categorical_crossentropy,32,5,3,8,50,20
2077,rmsprop,relu,categorical_crossentropy,32,5,3,8,50,50
2078,rmsprop,relu,categorical_crossentropy,32,5,3,8,50,100
2079,rmsprop,relu,categorical_crossentropy,32,5,3,8,100,20
2080,rmsprop,relu,categorical_crossentropy,32,5,3,8,100,50
2081,rmsprop,relu,categorical_crossentropy,32,5,3,8,100,100
2082,rmsprop,relu,categorical_crossentropy,32,5,3,8,200,20
2083,rmsprop,relu,categorical_crossentropy,32,5,3,8,200,50
2084,rmsprop,relu,categorical_crossentropy,32,5,3,8,200,100
2085,rmsprop,relu,categorical_crossentropy,32,5,3,8,500,20
2086,rmsprop,relu,categorical_crossentropy,32,5,3,8,500,50
2087,rmsprop,relu,categorical_crossentropy,32,5,3,8,500,100
2088,rmsprop,relu,categorical_crossentropy,32,5,3,16,15,20
2089,rmsprop,relu,categorical_crossentropy,32,5,3,16,15,50
2090,rmsprop,relu,categorical_crossentropy,32,5,3,16,15,100
2091,rmsprop,relu,categorical_crossentropy,32,5,3,16,30,20
2092,rmsprop,relu,categorical_crossentropy,32,5,3,16,30,50
2093,rmsprop,relu,categorical_crossentropy,32,5,3,16,30,100
2094,rmsprop,relu,categorical_crossentropy,32,5,3,16,50,20
2095,rmsprop,relu,categorical_crossentropy,32,5,3,16,50,50
2096,rmsprop,relu,categorical_crossentropy,32,5,3,16,50,100
2097,rmsprop,relu,categorical_crossentropy,32,5,3,16,100,20
2098,rmsprop,relu,categorical_crossentropy,32,5,3,16,100,50
2099,rmsprop,relu,categorical_crossentropy,32,5,3,16,100,100
2100,rmsprop,relu,categorical_crossentropy,32,5,3,16,200,20
2101,rmsprop,relu,categorical_crossentropy,32,5,3,16,200,50
2102,rmsprop,relu,categorical_crossentropy,32,5,3,16,200,100
2103,rmsprop,relu,categorical_crossentropy,32,5,3,16,500,20
2104,rmsprop,relu,categorical_crossentropy,32,5,3,16,500,50
2105,rmsprop,relu,categorical_crossentropy,32,5,3,16,500,100
2106,rmsprop,relu,categorical_crossentropy,32,5,3,32,15,20
2107,rmsprop,relu,categorical_crossentropy,32,5,3,32,15,50
2108,rmsprop,relu,categorical_crossentropy,32,5,3,32,15,100
2109,rmsprop,relu,categorical_crossentropy,32,5,3,32,30,20
2110,rmsprop,relu,categorical_crossentropy,32,5,3,32,30,50
2111,rmsprop,relu,categorical_crossentropy,32,5,3,32,30,100
2112,rmsprop,relu,categorical_crossentropy,32,5,3,32,50,20
2113,rmsprop,relu,categorical_crossentropy,32,5,3,32,50,50
2114,rmsprop,relu,categorical_crossentropy,32,5,3,32,50,100
2115,rmsprop,relu,categorical_crossentropy,32,5,3,32,100,20
2116,rmsprop,relu,categorical_crossentropy,32,5,3,32,100,50
2117,rmsprop,relu,categorical_crossentropy,32,5,3,32,100,100
2118,rmsprop,relu,categorical_crossentropy,32,5,3,32,200,20
2119,rmsprop,relu,categorical_crossentropy,32,5,3,32,200,50
2120,rmsprop,relu,categorical_crossentropy,32,5,3,32,200,100
2121,rmsprop,relu,categorical_crossentropy,32,5,3,32,500,20
2122,rmsprop,relu,categorical_crossentropy,32,5,3,32,500,50
2123,rmsprop,relu,categorical_crossentropy,32,5,3,32,500,100
2124,rmsprop,relu,categorical_crossentropy,32,5,3,64,15,20
2125,rmsprop,relu,categorical_crossentropy,32,5,3,64,15,50
2126,rmsprop,relu,categorical_crossentropy,32,5,3,64,15,100
2127,rmsprop,relu,categorical_crossentropy,32,5,3,64,30,20
2128,rmsprop,relu,categorical_crossentropy,32,5,3,64,30,50
2129,rmsprop,relu,categorical_crossentropy,32,5,3,64,30,100
2130,rmsprop,relu,categorical_crossentropy,32,5,3,64,50,20
2131,rmsprop,relu,categorical_crossentropy,32,5,3,64,50,50
2132,rmsprop,relu,categorical_crossentropy,32,5,3,64,50,100
2133,rmsprop,relu,categorical_crossentropy,32,5,3,64,100,20
2134,rmsprop,relu,categorical_crossentropy,32,5,3,64,100,50
2135,rmsprop,relu,categorical_crossentropy,32,5,3,64,100,100
2136,rmsprop,relu,categorical_crossentropy,32,5,3,64,200,20
2137,rmsprop,relu,categorical_crossentropy,32,5,3,64,200,50
2138,rmsprop,relu,categorical_crossentropy,32,5,3,64,200,100
2139,rmsprop,relu,categorical_crossentropy,32,5,3,64,500,20
2140,rmsprop,relu,categorical_crossentropy,32,5,3,64,500,50
2141,rmsprop,relu,categorical_crossentropy,32,5,3,64,500,100
2142,rmsprop,relu,categorical_crossentropy,32,5,3,256,15,20
2143,rmsprop,relu,categorical_crossentropy,32,5,3,256,15,50
2144,rmsprop,relu,categorical_crossentropy,32,5,3,256,15,100
2145,rmsprop,relu,categorical_crossentropy,32,5,3,256,30,20
2146,rmsprop,relu,categorical_crossentropy,32,5,3,256,30,50
2147,rmsprop,relu,categorical_crossentropy,32,5,3,256,30,100
2148,rmsprop,relu,categorical_crossentropy,32,5,3,256,50,20
2149,rmsprop,relu,categorical_crossentropy,32,5,3,256,50,50
2150,rmsprop,relu,categorical_crossentropy,32,5,3,256,50,100
2151,rmsprop,relu,categorical_crossentropy,32,5,3,256,100,20
2152,rmsprop,relu,categorical_crossentropy,32,5,3,256,100,50
2153,rmsprop,relu,categorical_crossentropy,32,5,3,256,100,100
2154,rmsprop,relu,categorical_crossentropy,32,5,3,256,200,20
2155,rmsprop,relu,categorical_crossentropy,32,5,3,256,200,50
2156,rmsprop,relu,categorical_crossentropy,32,5,3,256,200,100
2157,rmsprop,relu,categorical_crossentropy,32,5,3,256,500,20
2158,rmsprop,relu,categorical_crossentropy,32,5,3,256,500,50
2159,rmsprop,relu,categorical_crossentropy,32,5,3,256,500,100
2160,rmsprop,tanh,binary_crossentropy,8,3,2,8,15,20
2161,rmsprop,tanh,binary_crossentropy,8,3,2,8,15,50
2162,rmsprop,tanh,binary_crossentropy,8,3,2,8,15,100
2163,rmsprop,tanh,binary_crossentropy,8,3,2,8,30,20
2164,rmsprop,tanh,binary_crossentropy,8,3,2,8,30,50
2165,rmsprop,tanh,binary_crossentropy,8,3,2,8,30,100
2166,rmsprop,tanh,binary_crossentropy,8,3,2,8,50,20
2167,rmsprop,tanh,binary_crossentropy,8,3,2,8,50,50
2168,rmsprop,tanh,binary_crossentropy,8,3,2,8,50,100
2169,rmsprop,tanh,binary_crossentropy,8,3,2,8,100,20
2170,rmsprop,tanh,binary_crossentropy,8,3,2,8,100,50
2171,rmsprop,tanh,binary_crossentropy,8,3,2,8,100,100
2172,rmsprop,tanh,binary_crossentropy,8,3,2,8,200,20
2173,rmsprop,tanh,binary_crossentropy,8,3,2,8,200,50
2174,rmsprop,tanh,binary_crossentropy,8,3,2,8,200,100
2175,rmsprop,tanh,binary_crossentropy,8,3,2,8,500,20
2176,rmsprop,tanh,binary_crossentropy,8,3,2,8,500,50
2177,rmsprop,tanh,binary_crossentropy,8,3,2,8,500,100
2178,rmsprop,tanh,binary_crossentropy,8,3,2,16,15,20
2179,rmsprop,tanh,binary_crossentropy,8,3,2,16,15,50
