<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.09.14	15:10:00	75195	75245	75145	75245	4324	16944	5
2017.09.14	15:20:00	75245	75275	75170	75185	4677	18196	5
2017.09.14	15:30:00	75190	75230	75080	75095	6285	26246	5
2017.09.14	15:40:00	75095	75140	75075	75115	4077	17990	5
2017.09.14	15:50:00	75110	75125	75050	75095	4527	21357	5
2017.09.14	16:00:00	75090	75190	75075	75170	4755	18883	5
2017.09.14	16:10:00	75175	75245	75140	75165	4775	19532	5
2017.09.14	16:20:00	75165	75210	75125	75205	3915	16905	5
2017.09.14	16:30:00	75210	75430	75205	75365	10653	44770	5
2017.09.14	16:40:00	75365	75385	75260	75275	6203	24530	5
2017.09.14	16:50:00	75270	75340	75225	75275	5685	23620	5
2017.09.14	17:00:00	75275	75355	75125	75150	6428	31880	5
2017.09.14	17:10:00	75150	75165	75100	75115	2415	12594	5
2017.09.14	17:20:00	75115	75200	75065	75140	3450	17261	5
2017.09.14	17:30:00	75140	75170	75000	75015	3109	15238	5
2017.09.14	17:40:00	75010	75145	74950	75065	3827	17663	5
2017.09.14	17:50:00	75065	75080	74975	75025	1194	6160	5
2017.09.15	09:00:00	75000	75080	74730	74975	8698	31673	5
2017.09.15	09:10:00	74970	75010	74925	74965	4567	16961	5
2017.09.15	09:20:00	74965	75030	74930	75015	3774	15532	5
2017.09.15	09:30:00	75015	75130	75015	75110	7167	26689	5
2017.09.15	09:40:00	75105	75215	75090	75190	6714	26111	5
2017.09.15	09:50:00	75185	75280	75165	75245	6279	24904	5
2017.09.15	10:00:00	75245	75325	75190	75280	7359	27784	5
2017.09.15	10:10:00	75280	75310	75235	75240	4674	17894	5
2017.09.15	10:20:00	75235	75280	75170	75260	7378	26652	5
2017.09.15	10:30:00	75260	75400	75175	75250	15757	61468	5
2017.09.15	10:40:00	75255	75345	75195	75335	9388	34791	5
2017.09.15	10:50:00	75335	75595	75330	75530	16226	65180	5
2017.09.15	11:00:00	75525	75645	75505	75590	9215	39936	5
2017.09.15	11:10:00	75590	75715	75510	75690	10189	38171	5
2017.09.15	11:20:00	75690	75735	75630	75645	6720	28063	5
2017.09.15	11:30:00	75645	75705	75615	75680	5200	22174	5
2017.09.15	11:40:00	75685	75775	75625	75750	9226	38175	5
2017.09.15	11:50:00	75750	75860	75735	75780	10474	44466	5
2017.09.15	12:00:00	75785	75825	75750	75755	4027	18183	5
2017.09.15	12:10:00	75755	75895	75750	75825	6293	27955	5
2017.09.15	12:20:00	75830	75835	75705	75775	6961	28871	5
2017.09.15	12:30:00	75780	75880	75740	75800	5070	21573	5
2017.09.15	12:40:00	75805	75870	75795	75830	2922	11999	5
2017.09.15	12:50:00	75835	75915	75815	75860	4394	20266	5
2017.09.15	13:00:00	75865	75970	75845	75895	6193	26252	5
2017.09.15	13:10:00	75900	75900	75835	75870	2616	11028	5
2017.09.15	13:20:00	75870	75895	75810	75850	3457	15678	5
2017.09.15	13:30:00	75845	75910	75840	75855	2865	13895	5
2017.09.15	13:40:00	75850	75930	75840	75920	3635	17828	5
2017.09.15	13:50:00	75920	76085	75910	76050	8429	36472	5
2017.09.15	14:00:00	76055	76130	76045	76100	5835	26115	5
2017.09.15	14:10:00	76100	76145	76075	76120	4058	18825	5
2017.09.15	14:20:00	76120	76190	76085	76160	4487	20618	5
2017.09.15	14:30:00	76160	76215	76140	76200	4138	19020	5
2017.09.15	14:40:00	76200	76250	76185	76220	3833	16199	5
2017.09.15	14:50:00	76225	76280	76205	76265	3722	16654	5
2017.09.15	15:00:00	76265	76290	76235	76235	4568	20075	5
2017.09.15	15:10:00	76235	76240	76140	76185	6358	26557	5
2017.09.15	15:20:00	76185	76205	76110	76165	4939	21863	5
2017.09.15	15:30:00	76160	76275	76145	76250	6920	29699	5
2017.09.15	15:40:00	76250	76330	76210	76305	6068	31513	5
2017.09.15	15:50:00	76305	76310	76215	76235	4456	20233	5
2017.09.15	16:00:00	76230	76305	76220	76285	3491	15810	5
2017.09.15	16:10:00	76285	76315	76165	76215	6202	28372	5
2017.09.15	16:20:00	76210	76275	76200	76255	3432	17040	5
2017.09.15	16:30:00	76255	76345	76235	76295	4782	21092	5
2017.09.15	16:40:00	76300	76320	76250	76275	4382	19551	5
2017.09.15	16:50:00	76280	76385	76250	76350	5860	29210	5
2017.09.15	17:00:00	76350	76370	76195	76235	5768	30421	5
2017.09.15	17:10:00	76240	76320	76220	76280	3233	15997	5
2017.09.15	17:20:00	76280	76300	76235	76255	2269	11336	5
2017.09.15	17:30:00	76245	76295	76240	76270	1533	7988	5
2017.09.15	17:40:00	76265	76300	76255	76295	2250	11701	5
2017.09.15	17:50:00	76295	76365	76285	76365	2417	14659	5
2017.09.18	09:00:00	76295	76555	76295	76435	7743	35272	5
2017.09.18	09:10:00	76430	76460	76350	76355	4844	18599	5
2017.09.18	09:20:00	76355	76415	76250	76270	8286	31706	5
2017.09.18	09:30:00	76275	76430	76255	76340	8248	31691	5
2017.09.18	09:40:00	76340	76455	76325	76350	6076	22421	5
2017.09.18	09:50:00	76350	76350	76270	76310	4190	16504	5
2017.09.18	10:00:00	76310	76310	76160	76190	9850	37634	5
2017.09.18	10:10:00	76195	76245	76045	76235	11244	42308	5
2017.09.18	10:20:00	76225	76320	76145	76245	11336	42250	5
2017.09.18	10:30:00	76245	76480	76110	76460	19520	74036	5
2017.09.18	10:40:00	76465	76660	76440	76650	14609	58917	5
2017.09.18	10:50:00	76655	76745	76640	76720	9114	37456	5
2017.09.18	11:00:00	76725	76915	76715	76855	12145	50230	5
2017.09.18	11:10:00	76850	76865	76680	76765	11898	48190	5
2017.09.18	11:20:00	76765	76880	76720	76805	9601	37806	5
2017.09.18	11:30:00	76800	76855	76720	76785	8001	34012	5
2017.09.18	11:40:00	76790	76845	76715	76770	5152	20914	5
2017.09.18	11:50:00	76770	76785	76620	76655	10137	40902	5
2017.09.18	12:00:00	76660	76665	76560	76615	7669	31042	5
2017.09.18	12:10:00	76615	76690	76540	76560	6048	24339	5
2017.09.18	12:20:00	76565	76570	76435	76450	7180	30043	5
2017.09.18	12:30:00	76455	76475	76410	76445	3949	17075	5
2017.09.18	12:40:00	76445	76510	76350	76475	7217	28753	5
2017.09.18	12:50:00	76480	76480	76305	76330	6090	24917	5
2017.09.18	13:00:00	76320	76395	76280	76300	5344	22745	5
2017.09.18	13:10:00	76305	76415	76235	76385	7002	28780	5
2017.09.18	13:20:00	76385	76410	76315	76360	3531	14688	5
2017.09.18	13:30:00	76370	76475	76360	76475	4774	18836	5
2017.09.18	13:40:00	76475	76540	76360	76395	8025	33686	5
2017.09.18	13:50:00	76390	76525	76340	76520	5874	24116	5
2017.09.18	14:00:00	76520	76585	76465	76525	6471	26835	5
2017.09.18	14:10:00	76520	76600	76505	76560	3520	13995	5
2017.09.18	14:20:00	76560	76565	76405	76435	6022	24008	5
2017.09.18	14:30:00	76435	76565	76410	76530	5184	22710	5
2017.09.18	14:40:00	76530	76650	76530	76575	6426	27713	5
2017.09.18	14:50:00	76580	76660	76535	76615	4971	21804	5
2017.09.18	15:00:00	76615	76620	76520	76595	5532	25015	5
2017.09.18	15:10:00	76595	76615	76370	76410	9730	41425	5
2017.09.18	15:20:00	76410	76480	76380	76445	6576	32681	5
2017.09.18	15:30:00	76445	76450	76230	76270	9188	40256	5
2017.09.18	15:40:00	76270	76315	76180	76220	8198	38212	5
2017.09.18	15:50:00	76215	76345	76215	76315	5129	23412	5
2017.09.18	16:00:00	76310	76430	76300	76385	5550	25402	5
2017.09.18	16:10:00	76385	76475	76295	76470	5446	24058	5
2017.09.18	16:20:00	76465	76530	76430	76490	6147	25684	5
2017.09.18	16:30:00	76495	76505	76430	76495	3511	15754	5
2017.09.18	16:40:00	76500	76590	76495	76540	5212	21735	5
2017.09.18	16:50:00	76540	76565	76395	76425	6872	29828	5
2017.09.18	17:00:00	76425	76500	76395	76445	3130	16006	5
2017.09.18	17:10:00	76455	76620	76445	76585	4352	20991	5
2017.09.18	17:20:00	76585	76595	76510	76520	1637	7979	5
2017.09.18	17:30:00	76520	76565	76435	76470	3153	13741	5
2017.09.18	17:40:00	76470	76495	76420	76450	1757	8175	5
2017.09.18	17:50:00	76455	76485	76450	76485	813	5264	5
2017.09.19	09:00:00	76480	76720	76480	76680	8333	34977	5
2017.09.19	09:10:00	76680	76765	76640	76675	6775	29468	5
2017.09.19	09:20:00	76675	76685	76615	76645	4217	18636	5
2017.09.19	09:30:00	76640	76660	76565	76575	4384	16767	5
2017.09.19	09:40:00	76580	76660	76540	76630	7596	30895	5
2017.09.19	09:50:00	76630	76630	76505	76510	5173	23120	5
2017.09.19	10:00:00	76510	76570	76380	76405	15412	58726	5
2017.09.19	10:10:00	76405	76465	76300	76350	11525	47665	5
2017.09.19	10:20:00	76350	76470	76315	76450	7539	34047	5
2017.09.19	10:30:00	76445	76565	76310	76340	19393	72544	5
2017.09.19	10:40:00	76335	76370	76250	76300	13860	54928	5
2017.09.19	10:50:00	76305	76325	76090	76105	14124	57287	5
2017.09.19	11:00:00	76100	76155	75925	76010	14518	58844	5
2017.09.19	11:10:00	76010	76100	75950	76085	9956	39754	5
2017.09.19	11:20:00	76085	76090	75910	75955	11887	48258	5
2017.09.19	11:30:00	75950	76005	75880	76000	8126	35618	5
2017.09.19	11:40:00	75995	76000	75850	75875	7172	31088	5
2017.09.19	11:50:00	75875	75980	75850	75970	5364	22108	5
2017.09.19	12:00:00	75975	76000	75850	75945	6944	30094	5
2017.09.19	12:10:00	75940	75960	75820	75820	6726	28985	5
2017.09.19	12:20:00	75820	75865	75800	75810	4036	16666	5
2017.09.19	12:30:00	75810	75850	75720	75740	5813	24271	5
2017.09.19	12:40:00	75740	75850	75740	75830	4455	16964	5
2017.09.19	12:50:00	75830	75885	75800	75815	4304	17458	5
2017.09.19	13:00:00	75820	75905	75810	75885	3996	16348	5
2017.09.19	13:10:00	75885	75895	75785	75810	3906	15841	5
2017.09.19	13:20:00	75815	76000	75800	75980	7176	30212	5
2017.09.19	13:30:00	75980	76060	75935	76035	6496	27211	5
2017.09.19	13:40:00	76035	76090	76010	76055	3990	16998	5
2017.09.19	13:50:00	76050	76190	76050	76180	5859	25008	5
2017.09.19	14:00:00	76180	76340	76175	76280	11444	48101	5
2017.09.19	14:10:00	76280	76330	76255	76310	4509	19691	5
2017.09.19	14:20:00	76305	76380	76290	76340	6231	29995	5
2017.09.19	14:30:00	76340	76345	76280	76295	4383	20604	5
2017.09.19	14:40:00	76300	76430	76295	76365	7963	34947	5
2017.09.19	14:50:00	76365	76400	76280	76305	6026	26621	5
2017.09.19	15:00:00	76310	76325	76225	76270	7224	30350	5
2017.09.19	15:10:00	76270	76420	76260	76385	6970	28345	5
2017.09.19	15:20:00	76385	76390	76275	76305	5026	22997	5
2017.09.19	15:30:00	76300	76355	76255	76305	5096	21908	5
2017.09.19	15:40:00	76305	76385	76300	76370	3216	13640	5
2017.09.19	15:50:00	76370	76475	76350	76420	6986	29605	5
2017.09.19	16:00:00	76420	76525	76405	76455	6799	30010	5
2017.09.19	16:10:00	76460	76460	76240	76265	9800	42859	5
2017.09.19	16:20:00	76270	76335	76155	76305	10515	44432	5
2017.09.19	16:30:00	76305	76365	76235	76320	8375	35805	5
2017.09.19	16:40:00	76320	76370	76285	76350	4261	17227	5
2017.09.19	16:50:00	76355	76395	76320	76365	3577	15357	5
2017.09.19	17:00:00	76365	76470	76360	76440	4159	20103	5
2017.09.19	17:10:00	76440	76470	76420	76465	1554	8048	5
2017.09.19	17:20:00	76460	76470	76400	76405	1839	8938	5
2017.09.19	17:30:00	76405	76490	76400	76485	1958	8251	5
2017.09.19	17:40:00	76480	76510	76425	76490	1656	7130	5
2017.09.19	17:50:00	76495	76510	76485	76505	998	5466	5
2017.09.20	09:00:00	76600	76695	76500	76595	7403	26323	5
2017.09.20	09:10:00	76595	76725	76585	76720	7468	29664	5
2017.09.20	09:20:00	76720	76785	76695	76700	5602	21621	5
2017.09.20	09:30:00	76695	76735	76665	76685	4102	14871	5
2017.09.20	09:40:00	76685	76770	76660	76685	6085	22313	5
2017.09.20	09:50:00	76685	76715	76600	76625	7409	28032	5
2017.09.20	10:00:00	76620	76715	76560	76675	8924	31418	5
2017.09.20	10:10:00	76675	76845	76670	76845	10997	44535	5
2017.09.20	10:20:00	76840	76870	76730	76755	8022	30555	5
2017.09.20	10:30:00	76760	76845	76585	76640	17225	64005	5
2017.09.20	10:40:00	76635	76835	76605	76800	12734	47627	5
2017.09.20	10:50:00	76795	76810	76540	76635	15034	58261	5
2017.09.20	11:00:00	76640	76645	76460	76505	10862	44994	5
2017.09.20	11:10:00	76505	76515	76420	76485	9523	37946	5
2017.09.20	11:20:00	76490	76505	76360	76395	10230	41258	5
2017.09.20	11:30:00	76395	76460	76325	76400	10403	39759	5
2017.09.20	11:40:00	76405	76420	76230	76245	12145	45610	5
2017.09.20	11:50:00	76240	76310	76075	76150	11965	46946	5
2017.09.20	12:00:00	76155	76315	76150	76210	11168	44378	5
2017.09.20	12:10:00	76210	76275	76150	76200	6624	26075	5
2017.09.20	12:20:00	76200	76205	75935	75980	10769	41612	5
2017.09.20	12:30:00	75985	76085	75880	75910	8097	30191	5
2017.09.20	12:40:00	75905	75990	75880	75945	6006	22804	5
2017.09.20	12:50:00	75950	75965	75860	75915	3691	15655	5
2017.09.20	13:00:00	75920	75920	75825	75835	4527	18697	5
2017.09.20	13:10:00	75840	76005	75835	75960	7833	30868	5
2017.09.20	13:20:00	75960	76035	75920	75970	5034	18676	5
2017.09.20	13:30:00	75970	76075	75965	76040	6037	23914	5
2017.09.20	13:40:00	76040	76040	75865	75960	9200	36831	5
2017.09.20	13:50:00	75955	75995	75935	75945	3016	12680	5
2017.09.20	14:00:00	75950	76050	75925	76005	3887	14397	5
2017.09.20	14:10:00	76000	76000	75895	75895	3204	12402	5
2017.09.20	14:20:00	75900	75915	75855	75895	3565	16131	5
2017.09.20	14:30:00	75895	76040	75885	76025	5160	20564	5
2017.09.20	14:40:00	76025	76245	76025	76220	11192	45135	5
2017.09.20	14:50:00	76225	76250	76075	76175	6772	26737	5
2017.09.20	15:00:00	76175	76190	75850	75850	25381	83307	5
2017.09.20	15:10:00	75855	75955	75730	75750	20336	69772	5
2017.09.20	15:20:00	75745	75785	75450	75750	26486	93750	5
2017.09.20	15:30:00	75755	75815	75560	75740	18327	64040	5
2017.09.20	15:40:00	75740	76080	75655	76035	18149	65617	5
2017.09.20	15:50:00	76035	76165	75990	76040	14554	53330	5
2017.09.20	16:00:00	76045	76120	75950	76030	10837	38480	5
2017.09.20	16:10:00	76035	76200	76020	76195	7526	27282	5
2017.09.20	16:20:00	76195	76370	76170	76340	8557	34079	5
2017.09.20	16:30:00	76340	76465	76340	76425	9953	41882	5
2017.09.20	16:40:00	76430	76435	76325	76390	5115	20193	5
2017.09.20	16:50:00	76395	76435	76340	76420	4897	17848	5
2017.09.20	17:00:00	76425	76490	76370	76445	5845	23744	5
2017.09.20	17:10:00	76450	76495	76425	76475	2228	9995	5
2017.09.20	17:20:00	76480	76495	76425	76425	1484	7026	5
2017.09.20	17:30:00	76430	76540	76425	76490	2070	10243	5
2017.09.20	17:40:00	76485	76525	76430	76480	1507	7710	5
2017.09.20	17:50:00	76485	76495	76455	76460	914	5628	5
2017.09.21	09:00:00	76210	76495	76200	76485	10000	42277	5
2017.09.21	09:10:00	76480	76700	76480	76655	10065	42074	5
2017.09.21	09:20:00	76655	76775	76650	76740	5699	24659	5
2017.09.21	09:30:00	76740	76740	76655	76665	5942	23366	5
2017.09.21	09:40:00	76660	76800	76630	76765	8207	33576	5
2017.09.21	09:50:00	76770	76780	76550	76605	9901	40904	5
2017.09.21	10:00:00	76600	76685	76515	76525	10711	43779	5
2017.09.21	10:10:00	76535	76625	76450	76470	12256	48804	5
2017.09.21	10:20:00	76475	76485	76365	76415	7543	34059	5
2017.09.21	10:30:00	76425	76680	76390	76465	21179	84752	5
2017.09.21	10:40:00	76455	76560	76345	76495	18967	74146	5
2017.09.21	10:50:00	76495	76530	76220	76250	14416	58955	5
2017.09.21	11:00:00	76245	76305	76140	76290	13373	56838	5
2017.09.21	11:10:00	76285	76330	76170	76175	10345	39410	5
2017.09.21	11:20:00	76175	76200	76070	76105	11605	46628	5
2017.09.21	11:30:00	76105	76175	76005	76025	11079	46059	5
2017.09.21	11:40:00	76020	76075	75940	76045	9204	37850	5
2017.09.21	11:50:00	76050	76165	75980	76070	10780	40368	5
2017.09.21	12:00:00	76070	76290	76055	76205	11238	43157	5
2017.09.21	12:10:00	76205	76265	76130	76185	7610	30637	5
2017.09.21	12:20:00	76180	76225	75980	76010	8449	32820	5
2017.09.21	12:30:00	76010	76030	75830	75835	9756	43629	5
2017.09.21	12:40:00	75830	75935	75730	75755	9421	36717	5
2017.09.21	12:50:00	75760	75855	75660	75690	7369	28416	5
2017.09.21	13:00:00	75690	75905	75660	75865	8183	33075	5
2017.09.21	13:10:00	75870	75905	75760	75840	6876	27226	5
2017.09.21	13:20:00	75840	75955	75825	75935	9286	38272	5
2017.09.21	13:30:00	75935	76070	75925	76040	7309	29116	5
2017.09.21	13:40:00	76040	76095	75870	76075	10361	40212	5
2017.09.21	13:50:00	76075	76165	76045	76115	5976	25959	5
2017.09.21	14:00:00	76110	76145	76000	76080	5452	22635	5
2017.09.21	14:10:00	76075	76100	75970	76030	5113	21193	5
2017.09.21	14:20:00	76030	76155	75970	76095	5538	23553	5
2017.09.21	14:30:00	76100	76120	75840	75840	9387	39853	5
2017.09.21	14:40:00	75845	75995	75840	75965	5318	23702	5
2017.09.21	14:50:00	75965	76055	75920	76005	5108	22094	5
2017.09.21	15:00:00	76010	76050	75940	75965	4798	20552	5
2017.09.21	15:10:00	75960	76070	75930	76055	4602	20383	5
2017.09.21	15:20:00	76060	76085	75960	76030	4718	20613	5
2017.09.21	15:30:00	76030	76045	75900	75915	3892	18012	5
2017.09.21	15:40:00	75920	75920	75715	75720	9242	39823	5
2017.09.21	15:50:00	75725	75945	75715	75890	8344	34061	5
2017.09.21	16:00:00	75895	76040	75895	75940	6373	30529	5
2017.09.21	16:10:00	75945	76000	75900	75980	4073	18733	5
2017.09.21	16:20:00	75980	76065	75955	76015	3779	17131	5
2017.09.21	16:30:00	76010	76035	75960	76015	2858	13220	5
2017.09.21	16:40:00	76015	76020	75875	75980	5618	25955	5
2017.09.21	16:50:00	75980	76020	75910	75935	3755	18802	5
2017.09.21	17:00:00	75935	76020	75910	76010	2659	14450	5
2017.09.21	17:10:00	76010	76055	75975	75985	2348	11866	5
2017.09.21	17:20:00	75985	76020	75955	76000	1434	6729	5
2017.09.21	17:30:00	75995	76030	75980	76025	860	4201	5
2017.09.21	17:40:00	76025	76045	76005	76020	991	4265	5
2017.09.21	17:50:00	76025	76045	76010	76010	882	4735	5
2017.09.22	09:00:00	75850	75930	75690	75925	10768	44378	5
2017.09.22	09:10:00	75925	75955	75895	75940	4179	18544	5
2017.09.22	09:20:00	75945	75960	75825	75885	6164	24450	5
2017.09.22	09:30:00	75885	75895	75795	75815	4924	19792	5
2017.09.22	09:40:00	75820	75900	75760	75875	6678	25114	5
2017.09.22	09:50:00	75875	75915	75855	75875	3519	15150	5
2017.09.22	10:00:00	75875	75950	75720	75770	14181	54833	5
2017.09.22	10:10:00	75775	75800	75515	75540	15940	65400	5
2017.09.22	10:20:00	75540	75685	75500	75645	11394	44464	5
2017.09.22	10:30:00	75650	75680	75405	75440	18556	74643	5
2017.09.22	10:40:00	75445	75630	75400	75600	16357	64342	5
2017.09.22	10:50:00	75600	75680	75520	75595	10765	44678	5
2017.09.22	11:00:00	75600	75785	75600	75770	13794	58393	5
2017.09.22	11:10:00	75770	75785	75625	75725	8038	33543	5
2017.09.22	11:20:00	75720	75900	75700	75840	12056	49476	5
2017.09.22	11:30:00	75840	75885	75750	75775	7634	31441	5
2017.09.22	11:40:00	75780	75820	75660	75670	7727	32723	5
2017.09.22	11:50:00	75670	75690	75550	75640	9816	43883	5
2017.09.22	12:00:00	75640	75830	75615	75820	8454	35063	5
2017.09.22	12:10:00	75820	75965	75790	75920	9235	42623	5
2017.09.22	12:20:00	75920	76040	75910	75995	9763	47015	5
2017.09.22	12:30:00	75990	76085	75940	75980	8432	36097	5
2017.09.22	12:40:00	75980	76145	75980	76050	7918	35736	5
2017.09.22	12:50:00	76050	76100	75990	76010	4445	18510	5
2017.09.22	13:00:00	76005	76015	75870	75950	6905	29734	5
2017.09.22	13:10:00	75945	75975	75890	75915	3740	16144	5
2017.09.22	13:20:00	75910	75950	75855	75875	3386	15636	5
2017.09.22	13:30:00	75870	75950	75850	75880	4195	18523	5
2017.09.22	13:40:00	75880	75935	75865	75875	2645	11503	5
2017.09.22	13:50:00	75880	75910	75775	75815	5345	24017	5
2017.09.22	14:00:00	75815	75830	75725	75815	4529	19382	5
2017.09.22	14:10:00	75810	75845	75745	75780	3433	15132	5
2017.09.22	14:20:00	75785	75805	75710	75720	3794	17734	5
2017.09.22	14:30:00	75715	75750	75675	75730	4034	17998	5
2017.09.22	14:40:00	75735	75780	75715	75735	3097	12708	5
2017.09.22	14:50:00	75730	75730	75655	75705	5040	21688	5
2017.09.22	15:00:00	75710	75775	75670	75745	4431	20668	5
2017.09.22	15:10:00	75745	75800	75710	75750	4235	17528	5
2017.09.22	15:20:00	75755	75830	75755	75785	3964	16346	5
2017.09.22	15:30:00	75785	75815	75745	75800	3415	13736	5
2017.09.22	15:40:00	75795	75800	75700	75710	3722	16165	5
2017.09.22	15:50:00	75705	75730	75660	75685	3908	19300	5
2017.09.22	16:00:00	75680	75735	75620	75635	5456	24135	5
2017.09.22	16:10:00	75630	75645	75580	75635	3978	18335	5
2017.09.22	16:20:00	75635	75650	75570	75610	3151	16054	5
2017.09.22	16:30:00	75610	75760	75595	75735	5401	23894	5
2017.09.22	16:40:00	75735	75750	75665	75720	3175	13627	5
2017.09.22	16:50:00	75720	75795	75635	75735	5502	24177	5
2017.09.22	17:00:00	75735	75740	75670	75700	2283	12069	5
2017.09.22	17:10:00	75705	75730	75670	75695	1582	8660	5
2017.09.22	17:20:00	75690	75715	75690	75700	527	2426	5
2017.09.22	17:30:00	75695	75720	75690	75700	960	4795	5
2017.09.22	17:40:00	75705	75730	75695	75705	988	4153	5
2017.09.22	17:50:00	75710	75740	75615	75615	1070	7230	5
2017.09.25	09:00:00	75610	75635	75475	75500	6734	25714	5
2017.09.25	09:10:00	75505	75590	75500	75510	5433	18674	5
2017.09.25	09:20:00	75505	75560	75455	75530	4497	17124	5
2017.09.25	09:30:00	75535	75560	75470	75510	3182	13535	5
2017.09.25	09:40:00	75505	75615	75505	75575	6785	29112	5
2017.09.25	09:50:00	75570	75595	75515	75525	3912	15720	5
2017.09.25	10:00:00	75530	75650	75445	75645	11851	50306	5
2017.09.25	10:10:00	75650	75785	75640	75730	13822	55140	5
2017.09.25	10:20:00	75730	75735	75640	75680	6564	24965	5
2017.09.25	10:30:00	75685	75700	75370	75430	20947	82326	5
2017.09.25	10:40:00	75425	75520	75335	75360	14011	54260	5
2017.09.25	10:50:00	75360	75485	75320	75395	14061	54381	5
2017.09.25	11:00:00	75395	75450	75275	75385	13130	50509	5
2017.09.25	11:10:00	75385	75435	75330	75410	7541	29259	5
2017.09.25	11:20:00	75415	75430	75275	75325	7410	31301	5
2017.09.25	11:30:00	75330	75415	75220	75225	10064	43809	5
2017.09.25	11:40:00	75230	75260	75180	75205	6860	27291	5
2017.09.25	11:50:00	75200	75230	75075	75135	9316	34827	5
2017.09.25	12:00:00	75135	75175	75030	75135	11334	44046	5
2017.09.25	12:10:00	75140	75190	75060	75080	7486	29377	5
2017.09.25	12:20:00	75080	75140	75030	75090	6985	29154	5
2017.09.25	12:30:00	75090	75110	75025	75035	5486	24408	5
2017.09.25	12:40:00	75040	75070	74950	74985	7456	31959	5
2017.09.25	12:50:00	74980	75020	74920	74985	6687	27347	5
2017.09.25	13:00:00	74985	75000	74920	74925	3588	13963	5
2017.09.25	13:10:00	74925	74930	74780	74785	9551	35909	5
